Категория,Цена,Готовность в течении,Биоматериал,Название,Описание 
Гормоны,590,1,Сыворотка,Трийодтиронин общий (Т3),"Трийодтиронин (Т3) – один из двух главных гормонов щитовидной железы, основной функцией которого является регуляция энергетического (главным образом поглощения кислорода тканями) и пластического обмена в организме. Общий трийодтиронин – это сумма двух фракций: связанной и не связанной с белками плазмы крови."
Гормоны,590,1,Сыворотка,Фолликулостимулирующий гормон,"Фолликулостимулирующий гормон — вырабатывается в гипофизе, от его концентрации в крови зависит правильное развитие и работа половой системы. ФСГ отвечает за развитие фолликула в яичнике, созревание в нем яйцеклетки и выход ее в полость тела. У мужчин ФСГ участвует в процессе созревания семенников и семенных канальцев. Чаще всего анализ на ФСГ необходим для выявления причин бесплодия, как у женщин, так и у мужчин."
Гормоны,590,1,Сыворотка,Эстрадиол,"Эстрадиол - это основной и наиболее активный для человека женский половой гормон. Эстрадиол отвечает за фертильность женщины и за развитие по женскому типу. Эстрадиол в организме будущей матери отвечает за сохранение беременности, состояние маточных сосудов и усиление в них кровообращения, повышает свертываемость крови. Анализ на эстрадиол назначают при подозрениях на проблемы с репродуктивным здоровьем или гормональный дисбаланс. Также назначается при симптомах феминизации у мужчин."
Гормоны,990,3,Сыворотка,Эстриол свободный,"Эстриол - это малоактивный 
второстепенный женский половой 
гормон, отвечающий за нормальное протекание беременности."
Анализ мочи,1890,9,Суточная моча с консервантом,"17-кетостероиды (андростерон, андростендион, ДГЭА, этиохоланолон, эпиандростерон, тестостерон, соотношение андростерон/этиохоланолон, соотношение тестостерон/эпитестостерон) в суточной моче","17-кетостероиды являются продуктами метаболизма мужских половых гормонов андрогенов. Продукты метаболизма стероидных половых гормонов, которые выделяются с мочой и отражают уровень секреции андрогенов в организме. Увеличение концентрации 17-КС отражает избыточную секрецию андрогенов, а уменьшение – снижение уровня мужских половых гормонов, что помогает в диагностике эндокринных дисфункций и новообразований желез внутренней секреции."
Анализ мочи,690,1,Моча,2-х стаканная проба мочи,"Данное лабораторное исследование мочи, позволяет определить локализацию воспалительного процесса в мочеполовых органах. 1-я порция мочи соответствует уретре, 2-я – почкам и мочеточникам."
Анализ мочи,890,1,Моча,3-х стаканная проба мочи,"Данное лабораторное исследование мочи, позволяет определить локализацию воспалительного процесса в мочеполовых органах. 1-я порция мочи соответствует уретре, 2-я – почкам и мочеточникам, 3-я порция - показывает патологию предстательной железы."
Анализ мочи,390,3,Разовая порция мочи,Альфа-амилаза (моча),"Альфа-амилаза (диастаза) - гидролитический пищеварительный фермент. В основном образуется в слюнных железах и поджелудочной железе. Вместе с другими ферментами диастаза после переваривания попадает в кровь, а также выводится из организма с мочой. Служит маркером поражения поджелудочной железы и органов брюшной полости."
Анализ мочи,890,1,Суточная моча,Анализ мочи по Зимницкому,"Исследование предназначено для оценки концентрационной функции почек, т.е их способности к концентрированию и разведению."
Анализ мочи,390,1,Моча,Анализ мочи по Нечипоренко,"Анализ мочи по Нечипоренко – микроскопическое исследование, направленное на определение количества форменных элементов: эритроцитов, лейкоцитов и цилиндров в 1 миллилитре мочи. Подсчёт проводится в специальных счётных камерах, а не в полях зрения, поэтому нормальные значения отличаются от референсных пределов для общего анализа мочи."
Анализ мочи,199,1,Разовая порция мочи,Глюкоза в разовой порции мочи,"Глюкоза – это универсальный поставщик энергии, который обеспечивает полноценную жизнедеятельность организма.
Основной источник глюкозы – это углеводы, поступающие в организм с пищей. После расщепления углеводов в процессе пищеварения образуется моносахарид (глюкоза), который и всасывается в кровь.
В почках остатки не поступившей в кровь глюкозы окончательно всасываются, поэтому в норме в моче ее содержание минимально."
Анализ мочи,1890,4,Разовая порция мочи,Дезоксипиридинолин мочи,"Pyrilinks-D (дезоксипиридинолин) – специфическое вещество, обеспечивающее скрепление между собой нитей белка-коллагена, являющегося одним из основных структурных компонентов костной ткани. При интенсивных процессах разрушения костной ткани в организме (резорбции) повышенные концентрации данного вещества обнаруживаются в крови."
Анализ мочи,1190,3,Суточная моча,Кортизол мочи,"Кортизол – это гормон, который образуется в коре надпочечников – небольших органах треугольной формы, расположенных на верхних полюсах обеих почек. Функции кортизола в организме: защита от стресса, регуляция артериального давления, участие в обмене белков, жиров и углеводов."
Анализ мочи,990,1,Суточная моча,Микроальбумин мочи,Исследование для определения наличия в моче основных белков плазмы крови - альбуминов. Белки именно этой группы в первую очередь начинают попадать в мочу при заболеваниях почек. Их появление в моче – один из самых ранних лабораторных показателей нефропатии.
Анализ мочи,3190,9,Суточная моча с консервантом,Общие метанефрины и норметанефрины в суточной моче,"Метанефрины – конечные продукты распада катехоламинов: адреналина и норадреналина. Эти гормоны выбрасываются в кровь в ответ на физическое перенапряжение или эмоциональный стресс. Они участвуют в передаче нервных импульсов в головном мозге, способствуют высвобождению глюкозы и жирных кислот, которые используются в качестве источника энергии, расширяют небольшие бронхи в легких и зрачки."
Анализ мочи,890,4,Суточная моча,Оксалаты в моче,"Оксалаты являются производными щавелевой кислоты, поступающей с пищей, и конечным продуктом метаболизма аскорбиновой кислоты и глицина. До 99% поступившей с пищей в организм щавелевой кислоты выводится с мочой за 36 часов. Увеличение экскреции оксалатов может быть связано с повышенным приемом пищи, богатой оксалатами или их предшественниками (ревень, земляника, шпинат, помидоры, препараты, содержащие аскорбиновую кислоту), образованием оксалатов вследствие нарушения обмена веществ, абсорбцией оксалатов при патологии желудочно-кишечного тракта, сопровождающейся нарушением всасывания жиров (стеаторрея при недостаточности экзокринной функции поджелудочной железы, целиакия, резекция подвздошной кишки, анастомоз тощей и подвздошной кишки, заболевания желчных путей, заболеваниях кишечника с избыточным всасыванием, заболеваниях тонкой кишки)."
Анализ мочи,2690,9,Суточная моча с консервантом,Свободные метанефрины и норметанефрины в суточной моче,Метанефрин свободный и норметанефрин свободный в моче – один из продуктов распада адреналина. Используется в диагностике опухоли надпочечников – феохромоцитомы.
Анализ мочи,2390,10,Моча,Специфический антиген рака мочевого пузыря (моча),"Онкомаркер UBC – это особый протеин, выделяемый из клеток внутренней поверхности мочевого пузыря. Во время роста злокачественного новообразования синтез и выделение белка во много раз возрастает, что и используется для диагностики опухолей внутреннего слоя мочевого пузыря."
Анализ мочи,390,1,Суточная моча с консервантом (лимонная кислота),Фосфор неорганический мочи,"Фосфор – это микроэлемент, входящий в состав высокоэнергетических молекул, белков мембран клеток, нуклеиновых кислот, костного матрикса и других соединений, степень экскреции которого с мочой определяется для диагностики заболеваний паращитовидных желез, скелета, почек и некоторых других органов и для контроля за их лечением."
Аллергены,990,4,Сыворотка,"Абрикос IgE, F237",Количественная оценка IgE в крови показывает наличие аллергии к абрикосу и степень тяжести ее проявлений.
Аллергены,990,4,Сыворотка,"Авокадо IgE, F96",Определение специфического иммуноглобулина Е к данному аллергену в повышенном количестве указывает на наличие сенсибилизации организма к нему.
Аллергены,890,4,Сыворотка,"Акация (Acacia species) IgE, T19","Количественное определение в крови специфических антител, иммуноглобулинов класса E, появляющихся при наличии аллергической реакции к пыльце акации. Самым распространенным видом аллергии является пыльцевая аллергия, которая наиболее часто имеет сезонный характер и связана напрямую с периодом цветения растений, к пыльце которых имеется сенсибилизация - поллиноз."
Аллергены,890,3,Сыворотка,"Альфа-лактальбумин, аллергокомпонент, f76 nBos d4","Количественное определение специфических иммуноглобулинов класса G (IgG-антител), которые могут быть признаком пищевой непереносимости альфа-лактальбумина."
Аллергены,890,4,Сыворотка,"Амброзия обыкновенная (Ambrosia elatior) IgE, W1","Выявление антител класса IgЕ к аллергенам травы амброзии. Иммуноглобулины Е отвечают за быстрый ответ на контакт с аллергеном. В большинстве случаев гиперчувствительность к аллергенам пыльцы амброзии проявляется симптомами аллергического ринита или конъюнктивита, но может способствовать и развитию обострения бронхиальной астмы. Назначается для диагностики IgE-зависимой аллергии."
Аллергены,890,4,Сыворотка,"Амоксициллин IgE, C204","Амоксициллин – антибиотик широкого спектра действия из группы пенициллинов. Он относится к препаратам первой линии для лечения среднего отита и синусита, а также многих других бактериальных инфекций различных локализаций у детей и взрослых. Достаточно распространены специфические реакции именно на амоксициллин. Также известно, что с течением времени пациенты могут утрачивать гиперчувствительность к антибиотикам и переносить их прием без последствий."
Аллергены,890,4,Сыворотка,"Ампициллин IgE, C203","Ампициллин – полусинтетический антибиотик широкого спектра действия из группы пенициллинов. Немедленные реакции на антибиотики могут проявится крапивницей, ангиоотеком, ринитом, конъюнктивитом, ларингоспазмом, бронхоспазмом или анафилактическим шоком."
Аллергены,990,4,Сыворотка,"Ананас IgE, F210","Количественное определение специфических IgE-антител к ананасу. Употребление ананаса сенсибилизированными лицами может вызвать развитие симптомов бронхиальной астмы, атопического дерматита, аллергического ринита и желудочно-кишечных расстройств. Наиболее часто наблюдается развитие орального аллергического синдрома (зуд в области рта), острая крапивница, боли в области живота, тошнота, расстройство стула. Возможно развитие системных анафилактических реакций."
Аллергены,890,4,Сыворотка,"Апельсин IgE, F33","Апельсины – наиболее распространенные представители цитрусовых, сильные аллергены. Проявляется нарушением функции пищеварительной системы, кожными проявлениями или нарушениями функции дыхательной системы."
Аллергены,890,4,Сыворотка,"Арахис IgE, F13",Определение аллергенспецифических иммуноглобулинов класса E к белкам арахиса в крови. Арахис является сильным аллергеном. Aнaфилaктичecкий шoк - сaмaя cильнaя и oпacнaя paзнoвиднocть aллepгичecкoй peaкции нa apaxиc.
Аллергены,890,4,Сыворотка,"Баклажан IgE, F262","Количественное определение специфических IgE-антител к баклажану – растению, которое может вызвать проявления аллергии на себя и других представителей семейства пасленовых. Аллергические реакции могут протекать легко, например, появлением крапивницы или оральной аллергией."
Аллергены,890,4,Сыворотка,"Банан IgE, F92","Количественное определение в крови специфических антител, иммуноглобулинов класса E, появляющихся при наличии аллергической реакции на банан, которая проявляется нарушением функции пищеварительной системы (хейлит, гастрит, колит, гастроэнтерит, синдром раздраженной кишки), кожными проявлениями (атопический дерматит, крапивница, отек Квинке) и реже нарушениями функции дыхательной системы (аллергический ринит, бронхиальная астма). Иногда аллергия на банан является причиной перекрестной реакции на латекс."
Аллергены,890,4,Сыворотка,"Баранина IgE, F88",Определение специфического иммуноглобулина Е к данному аллергену в повышенном количестве свидетельствует об острой аллергической реакции.
Аллергены,890,4,Сыворотка,"Белок яичный IgE, F1","Количественное определение в крови специфических антител, иммуноглобулинов класса E, появляющихся при наличии аллергической реакции к яичному белку. Симптомами непереносимости яиц обычно являются покраснение и зуд кожи, ангионевротический отек, риноконъюнктивит, отек гортани, кашель и бронхоспазм, тошнота, рвота, боль в области живота и диарея."
Аллергены,890,4,Сыворотка,"Береза (Betula alba) IgE, T3","Количественное определение в крови специфических антител, иммуноглобулинов класса E, появляющихся при наличии аллергической реакции к пыльце березы. Назначается для диагностики IgE-зависимой аллергии."
Аллергены,890,3,Сыворотка,"Бета-лактоглобулин, аллергокомпонент, f77 nBos d5",Количественное определение в крови специфических иммуноглобулинов класса E к одному из главных аллергенов коровьего молока – сывороточному белку бета-лактоглобулину.
Аллергены,890,4,Сыворотка,"Ваниль IgE, F234","Определение специфического иммуноглобулина Е к ванили в повышенном количестве свидетельствует об острой аллергической реакции. Ваниль относят к группе гипоаллергенных продуктов, но и при ее употреблении иногда возникают аллергические реакции, которые могут проявляться в виде сыпи, отеков, дискомфорта в желудке, астмы и экземы."
Аллергены,890,4,Сыворотка,"Виноград IgE, F259",Количественное определение специфических IgE-антител позволяет оценить взаимосвязь между уровнем антител и клиническими проявлениями аллергии. Определение специфического иммуноглобулина Е к данному аллергену в повышенном количестве свидетельствует об острой аллергической реакции.
Аллергены,890,4,Сыворотка,"Вишня IgE, F242","Определение специфического иммуноглобулина Е к вишне в повышенном количестве указывает на наличие сенсибилизации организма к этому аллергену, его относят к средней степени аллергизирующей активности."
Аллергены,890,4,Сыворотка,"Вяз (Ulmus spp) IgE, T8","Вяз – это широколиственное дерево, широко встречающееся в дикой природе и в качестве зеленых насаждений. Ингаляционное воздействие пыльцы вяза вызывает симптомы сезонного ринита, конъюнктивита, приступы бронхиальной астмы у сенсибилизированных лиц. В научной литературе описаны случаи возникновения аллергического дерматита после контакта кожи рук с древесиной вяза."
Аллергены,890,4,Сыворотка,"Говядина IgE, F27","Количественное определение в крови специфических антител, иммуноглобулинов класса E, появляющихся при наличии аллергической реакции к говядине."
Аллергены,890,4,Сыворотка,"Горошек зеленый IgE, F12","Количественное определение специфических IgE-антител к зеленому горошку, который может вызвать проявления аллергии у сенсибилизированных лиц. Может вызвать симптомы пищевой аллергии."
Аллергены,890,4,Сыворотка,"Горчица IgE, F89","Определение специфического иммуноглобулина Е к горчице в повышенном количестве свидетельствует об острой аллергической реакции. Зачастую наблюдается перекрестная аллергическая реакция на брокколи, турнепс, капусту, цветную капусту, брюкву, рапс, орехи, бобовые и к пыльце сорных трав."
Аллергены,890,4,Сыворотка,"Грейпфрут IgE, F209","Выявление специфических IgE антитела к грейпфруту. Обнаруживаются у пациентов с атопическим дерматитом, крапивницей, аллергическим ринитом и бронхиальной астмой. Были случаи связанной с приемом пищи физически обусловленной анафилактической реакции после употребления грейпфрута. Также необходимо учитывать, что при чрезмерном употреблении грейпфрута, как и других цитрусовых, возможно развитие псевдоаллергических реакций, не связанных с иммунными механизмами."
Аллергены,890,4,Сыворотка,"Грецкий орех IgE, F256","Целью данного исследования является определение специфических IgE к аллергену грецкого ореха. Наиболее распространены аллергические реакции, которые могут отличаться тяжелым течением (возможно также развитие респираторной аллергии на пыльцу грецкого дерева)."
Аллергены,890,4,Сыворотка,"Груша IgE, F94","Целью данного исследования является определение специфических IgE к груше. Аллерген вызывает системные аллергические реакции в виде крапивницы, отека Квинке, анафилактического шока."
Аллергены,890,4,Сыворотка,"Домашняя пыль (Greer), h1","Количественное определение в крови специфических антител, иммуноглобулинов класса E, появляющихся при наличии аллергической реакции к домашней пыли."
Аллергены,890,4,Сыворотка,"Домашняя пыль (Holister), h2","Количественное определение в крови специфических антител, иммуноглобулинов класса E, появляющихся при наличии аллергической реакции к домашней пыли."
Аллергены,890,4,Сыворотка,"Дрожжи пекарские IgE, F45","Дрожжи Saccharomyces cerevisiae – одноклеточные грибы, широко применяемые в хлебопечении и пивоварении. У сенсибилизированных S. сerevisiae может возникнуть аллергический ринит, бронхиальная астма, атопический дерматит и даже гиперсенситивный пневмонит."
Аллергены,890,4,Сыворотка,"Дуб белый (Quercus alba) IgE, T7","Определение специфических IgE к аллергенам дуба белого. Антитела класса IgE вызывают реакции немедленного типа, при которых симптомы развиваются непосредственно после контакта с аллергеном."
Аллергены,890,4,Сыворотка,"Дыня IgE, F87","Количественное определение в крови специфических антител, иммуноглобулинов класса E, появляющихся при наличии аллергической реакции к дыне. Наиболее частая аллергическая реакция на дыню – синдром оральной аллергии, проявления со стороны желудочно-кишечного тракта: тошнота, рвота и диарея, в некоторых случаях системные проявления в виде крапивницы, отека Квинке, анафилактического шока."
Аллергены,890,4,Сыворотка,"Ежа сборная (Dactylis glomerata) IgE, G3","Выявление антител класса IgЕ к аллергенам ежы сборной. Иммуноглобулины Е отвечают за быстрый ответ на контакт с аллергеном. Если организм не имел контакта с данным аллергеном, тест будет отрицательным. Назначается для диагностики IgE-зависимой аллергии."
Аллергены,890,4,Сыворотка,"Желток яичный IgE, F75","Целью данного теста является количественное определение в крови специфических антител, иммуноглобулинов класса E, появляющихся при наличии аллергической реакции к яичному желтку."
Аллергены,890,4,Сыворотка,"Ива (Salix nigra) IgE, T12","Количественное определение в крови специфических антител, иммуноглобулинов класса E, появляющихся при наличии аллергической реакции к иве белой."
Аллергены,890,4,Сыворотка,"Имбирь IgE, F270","Целью данного исследования является определение специфических IgE к имбирю. Имбирь является частым ингредиентом различных пищевых добавок, приправ и др. Симптомы аллергии могут появиться уже через 3-5 мин. после контакта с аллергеном, как правило, со временем они нарастают и достигают максимума через 1-3 ч. Реакции гиперчувствительности по немедленному и замедленному типу протекают у сенсибилизированных лиц в виде таких клинических проявлений, как отек лица, горла, осиплость голоса, затруднения дыхания, хрипы, кожные высыпания красного цвета, сопровождающиеся сильным зудом, и эта сыпь может локализоваться на руках и ногах."
Аллергены,890,4,Сыворотка,"Индейка IgE, F284","Количественное определение в крови специфических антител, иммуноглобулинов класса E, появляющихся при наличии аллергической реакции к индейке."
Аллергены,890,4,Сыворотка,"Казеин IgE, F78","Количественное определение в крови специфических антител, иммуноглобулинов класса E, появляющихся при наличии аллергической реакции к казеину - основному белку коровьего молока."
Аллергены,890,4,Сыворотка,"Какао IgE, F93","Целью данного теста является определение аллергической реакции к какао. В какао содержится большое количество веществ, наличие в составе серотонина, триптофана и фенилэтиламина обуславливает антидепрессантное действие и возможные аллергические реакции."
Аллергены,890,1,Сыворотка,"Камбала IgE, F254","Количественное определение в крови специфических антител, иммуноглобулинов класса E, появляющихся при наличии аллергической реакции к камбале."
Аллергены,890,4,Сыворотка,"Капуста брокколи IgE, F260",Количественное определение специфических IgE-антител к брокколи. Аллергия на брокколи выявляется редко. У пациентов с аллергией на брокколи может быть перекрестная аллергия с другими видами капусты.
Аллергены,890,4,Сыворотка,"Капуста кочанная IgE, F216","Количественное определение специфических IgE-антител к капусте кочанной, которая может вызвать проявления аллергии у сенсибилизированных лиц. Реакции гиперчувствительности на капусту кочанную могут проявляться после употребления её в пищу, вдыхания пыльцы или контакта с кожей."
Аллергены,890,4,Сыворотка,"Карри (приправа) IgE, F281","Карри приправу относят к средней степени аллергизирующей активности. Чаще всего встречаются такие проявления, как заболевания пищеварительной системы, кожи и органов дыхания. Определение специфического иммуноглобулина Е к данному аллергену в повышенном количестве свидетельствует об острой аллергической реакции (гиперчувствительность немедленного типа)."
Аллергены,890,4,Сыворотка,"Картофель IgE, F35","Количественное определение специфических IgE-антител позволяет оценить взаимосвязь между уровнем антител и клиническими проявлениями аллергии. Аллергия на картофель, как правило, проявляется нарушением функции пищеварительной системы, кожными проявлениями и реже нарушениями функции дыхательной системы."
Аллергены,890,4,Сыворотка,"Кешью IgE, F202","Определение аллергенспецифических иммуноглобулинов класса E к кешью. Орех кешью является очень сильным аллергеном, даже более сильным, чем арахис. Такие тяжелые проявления аллергии, как тяжелый приступ бронхиальной астмы и падение артериального давления (анафилактический шок), при сенсибилизации к орехам кешью возникают значительно чаще, чем при сенсибилизации к арахису."
Аллергены,890,4,Сыворотка,"Киви IgE, F84","Определение специфического иммуноглобулина Е к данному аллергену в повышенном количестве свидетельствует об острой аллергической реакции (гиперчувствительность немедленного типа). Аллергия на киви у взрослых проходит тяжелее, чем у детей. Хотя груднички переносят аллергию хуже всех, даже если аллерген поступает к ним через грудное молоко. Симптомы могут появиться сразу или в течение 1-2 дней. У ребёнка это обычно сыпь и красные пятна на коже, у взрослых проблемы с дыхательной системой."
Аллергены,890,4,Сыворотка,"Клен ясенелистный (Acer negundo) IgE, T1","Количественное определение в крови специфических антител, иммуноглобулинов класса E, появляющихся при наличии аллергической реакции к клену ясенелистному. К проявлениям аллергических реакций на пыльцу клена относятся сенная лихорадка, сезонный аллергический ринит, конъюнктивит, обострения бронхиальной астмы, возникающие в регионах распространения дерева. Описаны случаи развития аллергического контактного дерматита после воздействия пыльцы дерева на кожу сенсибилизированных лиц."
Аллергены,890,4,Сыворотка,"Клещ домашней пыли D. pteronyssinus, d1","Количественное определение в крови специфических антител класса иммуноглобулинов E, появляющихся при наличии аллергической реакции к клещу домашней пыли Dermatophagoides pteronyssinus."
Аллергены,890,4,Сыворотка,"Клещ домашней пыли D.farinae, d2","Количественное определение в крови специфических антител, иммуноглобулинов класса E, появляющихся при наличии аллергической реакции к клещу домашней пыли Dermatophagoides farinae."
Аллергены,890,4,Сыворотка,"Клубника IgE, F44","Количественное определение в крови специфических антител, иммуноглобулинов класса E, появляющихся при наличии аллергической реакции к клубнике. Аллергия на клубнику, как правило, сопровождается нарушением функции пищеварительной системы (хейлит, гастрит, колит, гастроэнтерит, синдром раздраженного кишечника), кожными проявлениями (атопический дерматит, крапивница, отек Квинке) и реже нарушениями функции дыхательной системы (аллергический ринит, бронхиальная астма)."
Аллергены,890,4,Сыворотка,"Кокос IgE, F36","Количественное определение специфических IgE-антител к кокосу, который может вызвать проявления аллергии у сенсибилизированных лиц. Кокос относится к гипоаллергенным пищевым продуктам, однако он является редкой, но возможной причиной развития аллергических реакций у сенсибилизированных лиц. Аллергия на данный пищевой продукт может проявиться зудом во рту, кашлем, одышкой, бронхоспазмом, покраснением кожи, ангиоотеком, крапивницей, болью в животе, тошнотой, рвотой. В редких случаях возможны тяжелые жизнеугрожающие анафилактические реакции после употребления в пищу кокоса. Общий результат для всех аллергенов."
Аллергены,890,4,Сыворотка,"Колосок душистый (Anthoxantum odoratum) IgE, G1","Количественное определение в крови специфических антител, иммуноглобулинов класса E, появляющихся при наличии аллергической реакции к колоску душистому."
Аллергены,890,4,Сыворотка,"Комар (сем. Culicidae) IgE, I71","Основным аллергеном комара является его слюна, которая попадает в организм человека посредством укуса насекомого. Кроме того, при укусе комара возможно попадание в организм человека и продуктов его жизнедеятельности, что тоже может вызывать сенсибилизацию организма к этим антигенам. Проявлениями аллергии могут быть как местные реакции в виде аллергического дерматита, так и общие: крапивница, отек Квинке, анафилактический шок. Определение специфического иммуноглобулина Е к данному аллергену в повышенном количестве указывает на наличие сенсибилизации организма к нему."
